java/lang/Thread.run;java/lang/Thread.runWith;java/util/concurrent/ThreadPoolExecutor$Worker.run;java/util/concurrent/ThreadPoolExecutor.runWorker;java/util/concurrent/FutureTask.run;java/util/concurrent/Executors$RunnableAdapter.call;java/util/concurrent/FutureTask.run;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;java/lang/reflect/Method.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invokeImpl;java/lang/invoke/LambdaForm$MH.0x000007f801061400.invokeExact_MT;java/lang/invoke/LambdaForm$MH.0x000007f801061000.invoke;java/lang/invoke/DirectMethodHandle$Holder.invokeSpecial;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_AverageTime;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_avgt_jmhStub;kyo/kernel/bench/KernelBench.handleLoopAnswersInPlace;kyo/kernel/internal/Eval$.apply;kyo/kernel/internal/Eval$.evalLoop;kyo/kernel/internal/Eval$.loop$1;kyo/kernel/internal/Eval$.walk;kyo/kernel/bench/KernelBench$$anon$261.apply;kyo/kernel/bench/KernelBench.kyo$kernel$bench$KernelBench$$_$mapLoop$236;kyo/kernel/internal/Safepoint.get;java/util/concurrent/atomic/AtomicReferenceArray.get;java/lang/invoke/VarHandleGuards.guard_LI_L;java/lang/invoke/VarHandleReferences$Array.getVolatile 7
java/lang/Thread.run;java/lang/Thread.runWith;java/util/concurrent/ThreadPoolExecutor$Worker.run;java/util/concurrent/ThreadPoolExecutor.runWorker;java/util/concurrent/FutureTask.run;java/util/concurrent/Executors$RunnableAdapter.call;java/util/concurrent/FutureTask.run;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;java/lang/reflect/Method.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invokeImpl;java/lang/invoke/LambdaForm$MH.0x000007f801061400.invokeExact_MT;java/lang/invoke/LambdaForm$MH.0x000007f801061000.invoke;java/lang/invoke/DirectMethodHandle$Holder.invokeSpecial;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_AverageTime;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_avgt_jmhStub;kyo/kernel/bench/KernelBench.handleLoopAnswersInPlace;kyo/kernel/internal/Eval$.apply;kyo/kernel/internal/Eval$.evalLoop;kyo/kernel/internal/Eval$.loop$1 5
java/lang/Thread.run;java/lang/Thread.runWith;java/util/concurrent/ThreadPoolExecutor$Worker.run;java/util/concurrent/ThreadPoolExecutor.runWorker;java/util/concurrent/FutureTask.run;java/util/concurrent/Executors$RunnableAdapter.call;java/util/concurrent/FutureTask.run;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;java/lang/reflect/Method.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invokeImpl;java/lang/invoke/LambdaForm$MH.0x000007f801061400.invokeExact_MT;java/lang/invoke/LambdaForm$MH.0x000007f801061000.invoke;java/lang/invoke/DirectMethodHandle$Holder.invokeSpecial;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_AverageTime;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_avgt_jmhStub;kyo/kernel/bench/KernelBench.handleLoopAnswersInPlace;kyo/kernel/internal/Eval$.apply;kyo/kernel/internal/Eval$.evalLoop;kyo/kernel/internal/Eval$.loop$1;kyo/kernel/internal/Eval$.walk;kyo/kernel/bench/KernelBench$$anon$261.apply;kyo/kernel/bench/KernelBench.kyo$kernel$bench$KernelBench$$_$mapLoop$236;kyo/kernel/bench/KernelBench.loop$14;kyo/kernel/bench/KernelBench$.ask;C2 Runtime new_instance;OptoRuntime::new_instance_C;InstanceKlass::allocate_instance;MemAllocator::allocate;G1CollectedHeap::mem_allocate;G1CollectedHeap::attempt_allocation_slow;VMThread::execute;VMThread::wait_until_executed;__psynch_cvbroad 2
java/lang/Thread.run;java/lang/Thread.runWith;java/util/concurrent/ThreadPoolExecutor$Worker.run;java/util/concurrent/ThreadPoolExecutor.runWorker;java/util/concurrent/FutureTask.run;java/util/concurrent/Executors$RunnableAdapter.call;java/util/concurrent/FutureTask.run;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;java/lang/reflect/Method.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invokeImpl;java/lang/invoke/LambdaForm$MH.0x000007f801061400.invokeExact_MT;java/lang/invoke/LambdaForm$MH.0x000007f801061000.invoke;java/lang/invoke/DirectMethodHandle$Holder.invokeSpecial;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_AverageTime;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_avgt_jmhStub;kyo/kernel/bench/KernelBench.handleLoopAnswersInPlace;kyo/kernel/internal/Eval$.apply;kyo/kernel/internal/Eval$.evalLoop;kyo/kernel/internal/Eval$.loop$1;kyo/kernel/internal/Eval$.walk;kyo/kernel/bench/KernelBench$$anon$261.apply;kyo/kernel/bench/KernelBench.kyo$kernel$bench$KernelBench$$_$mapLoop$236;kyo/kernel/bench/KernelBench.loop$14;kyo/kernel/bench/KernelBench.given_Frame 1
java/lang/Thread.run;java/lang/Thread.runWith;java/util/concurrent/ThreadPoolExecutor$Worker.run;java/util/concurrent/ThreadPoolExecutor.runWorker;java/util/concurrent/FutureTask.run;java/util/concurrent/Executors$RunnableAdapter.call;java/util/concurrent/FutureTask.run;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;java/lang/reflect/Method.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invokeImpl;java/lang/invoke/LambdaForm$MH.0x000007f801061400.invokeExact_MT;java/lang/invoke/LambdaForm$MH.0x000007f801061000.invoke;java/lang/invoke/DirectMethodHandle$Holder.invokeSpecial;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_AverageTime;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_avgt_jmhStub;kyo/kernel/bench/KernelBench.handleLoopAnswersInPlace;kyo/kernel/internal/Eval$.apply;kyo/kernel/internal/Eval$.evalLoop;kyo/kernel/internal/Eval$.loop$1;kyo/kernel/internal/Eval$.walk;kyo/kernel/bench/KernelBench$$anon$261.apply;kyo/kernel/bench/KernelBench.kyo$kernel$bench$KernelBench$$_$mapLoop$236;kyo/kernel/bench/KernelBench.loop$14;kyo/kernel/bench/KernelBench.kyo$kernel$bench$KernelBench$$_$mapLoop$236;kyo/kernel/bench/KernelBench.arrow$236 38
java/lang/Thread.run;java/lang/Thread.runWith;java/util/concurrent/ThreadPoolExecutor$Worker.run;java/util/concurrent/ThreadPoolExecutor.runWorker;java/util/concurrent/FutureTask.run;java/util/concurrent/Executors$RunnableAdapter.call;java/util/concurrent/FutureTask.run;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;java/lang/reflect/Method.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invokeImpl;java/lang/invoke/LambdaForm$MH.0x000007f801061400.invokeExact_MT;java/lang/invoke/LambdaForm$MH.0x000007f801061000.invoke;java/lang/invoke/DirectMethodHandle$Holder.invokeSpecial;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_AverageTime;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_avgt_jmhStub;kyo/kernel/bench/KernelBench.handleLoopAnswersInPlace;kyo/kernel/internal/Eval$.apply;kyo/kernel/internal/Eval$.evalLoop;kyo/kernel/internal/Eval$.loop$1;kyo/kernel/internal/Eval$.walk;kyo/kernel/bench/KernelBench$$anon$261.apply;kyo/kernel/bench/KernelBench.kyo$kernel$bench$KernelBench$$_$mapLoop$236;kyo/kernel/internal/Safepoint.get;java/util/concurrent/atomic/AtomicReferenceArray.get 1
java/lang/Thread.run;java/lang/Thread.runWith;java/util/concurrent/ThreadPoolExecutor$Worker.run;java/util/concurrent/ThreadPoolExecutor.runWorker;java/util/concurrent/FutureTask.run;java/util/concurrent/Executors$RunnableAdapter.call;java/util/concurrent/FutureTask.run;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;java/lang/reflect/Method.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invokeImpl;java/lang/invoke/LambdaForm$MH.0x000007f801061400.invokeExact_MT;java/lang/invoke/LambdaForm$MH.0x000007f801061000.invoke;java/lang/invoke/DirectMethodHandle$Holder.invokeSpecial;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_AverageTime;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_avgt_jmhStub;kyo/kernel/bench/KernelBench.handleLoopAnswersInPlace;kyo/kernel/internal/Eval$.apply;kyo/kernel/internal/Eval$.evalLoop;kyo/kernel/internal/Eval$.loop$1;kyo/kernel/bench/KernelBench$$anon$263._1;scala/runtime/BoxesRunTime.boxToInteger 51
thread_start;_pthread_start;thread_native_entry;Thread::call_run;WorkerThread::run;G1EvacuateRegionsBaseTask::work;G1EvacuateRegionsTask::evacuate_live_objects;G1ParEvacuateFollowersClosure::do_void;G1ParEvacuateFollowersClosure::offer_termination;TaskTerminator::offer_termination;_pthread_mutex_firstfit_unlock_slow;__psynch_mutexdrop 1
java/lang/Thread.run;java/lang/Thread.runWith;java/util/concurrent/ThreadPoolExecutor$Worker.run;java/util/concurrent/ThreadPoolExecutor.runWorker;java/util/concurrent/FutureTask.run;java/util/concurrent/Executors$RunnableAdapter.call;java/util/concurrent/FutureTask.run;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;java/lang/reflect/Method.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invokeImpl;java/lang/invoke/LambdaForm$MH.0x000007f801061400.invokeExact_MT;java/lang/invoke/LambdaForm$MH.0x000007f801061000.invoke;java/lang/invoke/DirectMethodHandle$Holder.invokeSpecial;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_AverageTime;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_avgt_jmhStub;kyo/kernel/bench/KernelBench.handleLoopAnswersInPlace;kyo/kernel/internal/Eval$.apply;kyo/kernel/internal/Eval$.evalLoop;kyo/kernel/internal/Eval$.loop$1;kyo/kernel/internal/Eval$.walk;kyo/kernel/bench/KernelBench$$anon$261.apply;kyo/kernel/bench/KernelBench.kyo$kernel$bench$KernelBench$$_$mapLoop$236;kyo/kernel/bench/KernelBench.loop$14;kyo/kernel/bench/KernelBench.kyo$kernel$bench$KernelBench$$_$mapLoop$236;kyo/kernel/bench/KernelBench$$anon$274.map;kyo/kernel/internal/Kyo$Suspend.map$;kyo/kernel/internal/Kyo$Suspend.map;C2 Runtime new_instance;OptoRuntime::new_instance_C;InstanceKlass::allocate_instance;MemAllocator::allocate;G1CollectedHeap::mem_allocate;G1CollectedHeap::attempt_allocation_slow;VMThread::execute;VMThread::wait_until_executed;__psynch_cvbroad 1
java/lang/Thread.run;java/lang/Thread.runWith;java/util/concurrent/ThreadPoolExecutor$Worker.run;java/util/concurrent/ThreadPoolExecutor.runWorker;java/util/concurrent/FutureTask.run;java/util/concurrent/Executors$RunnableAdapter.call;java/util/concurrent/FutureTask.run;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;org/openjdk/jmh/runner/BenchmarkHandler$BenchmarkTask.call;java/lang/reflect/Method.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invoke;jdk/internal/reflect/DirectMethodHandleAccessor.invokeImpl;java/lang/invoke/LambdaForm$MH.0x000007f801061400.invokeExact_MT;java/lang/invoke/LambdaForm$MH.0x000007f801061000.invoke;java/lang/invoke/DirectMethodHandle$Holder.invokeSpecial;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_AverageTime;kyo/kernel/bench/jmh_generated/KernelBench_handleLoopAnswersInPlace_jmhTest.handleLoopAnswersInPlace_avgt_jmhStub;kyo/kernel/bench/KernelBench.handleLoopAnswersInPlace;kyo/kernel/internal/Eval$.apply;kyo/kernel/internal/Eval$.evalLoop;kyo/kernel/internal/Eval$.loop$1;kyo/kernel/internal/Eval$.walk;kyo/kernel/bench/KernelBench$$anon$261.apply;kyo/kernel/bench/KernelBench.kyo$kernel$bench$KernelBench$$_$mapLoop$236;kyo/kernel/internal/Safepoint.enter 13
